timesheet_id,employee_id,project_id,work_date,hours_logged,overtime_hours
634,1085,215,2025-12-23,5.53,0.0
635,1040,202,2025-07-27,8.26,0.26
636,1083,220,2026-03-17,4.92,0.0
637,1161,220,2025-11-24,4.31,0.0
638,1078,216,2025-08-07,9.06,1.06
639,1141,212,2025-08-07,8.74,0.74
640,1182,211,2025-09-05,4.44,0.0
641,1048,217,2026-02-24,7.15,0.0
642,1130,206,2025-06-02,4.41,0.0
643,1138,213,2025-08-22,6.5,0.0
644,1057,229,2026-03-27,4.55,0.0
645,1085,211,2025-11-10,5.28,0.0
646,1056,225,2025-11-03,6.16,0.0
647,1122,218,2026-01-21,7.71,0.0
648,1167,201,2025-11-25,8.94,0.94
649,1089,215,2026-02-28,4.69,0.0
650,1165,220,2025-09-24,5.44,0.0
651,1063,202,2025-06-16,9.51,1.51
652,1083,213,2025-12-20,8.1,0.1
653,1030,213,2025-05-12,9.5,1.5
654,1186,210,2025-05-17,5.54,0.0
655,1133,227,2026-04-13,4.15,0.0
656,1132,226,2026-01-07,8.62,0.62
657,1125,202,2025-08-22,7.05,0.0
658,1167,207,2026-04-24,5.78,0.0
659,1022,204,2025-08-25,5.92,0.0
660,1198,218,2025-07-03,5.0,0.0
661,1161,203,2025-11-11,7.2,0.0
662,1162,225,2025-11-20,5.26,0.0
663,1176,214,2025-07-11,5.28,0.0
664,1053,218,2025-09-16,9.01,1.01
665,1190,225,2026-04-13,8.97,0.97
666,1019,224,2026-02-04,6.61,0.0
667,1007,215,2025-07-05,8.12,0.12
668,1010,203,2026-02-12,8.3,0.3
669,1046,226,2025-12-16,4.44,0.0
670,1019,219,2026-01-16,5.51,0.0
671,1067,214,2026-04-18,8.93,0.93
672,1162,213,2025-06-29,6.33,0.0
673,1005,213,2026-02-14,6.6,0.0
674,1137,201,2026-04-14,8.04,0.04
675,1159,203,2025-08-29,7.85,0.0
676,1150,202,2026-02-10,8.54,0.54
677,1019,212,2025-09-20,8.21,0.21
678,1028,210,2025-07-28,9.57,1.57
679,1078,220,2026-03-03,8.72,0.72
680,1196,230,2026-01-18,4.52,0.0
681,1102,227,2025-07-09,6.63,0.0
682,1122,206,2026-04-08,7.96,0.0
683,1035,224,2026-02-01,7.2,0.0
684,1140,210,2025-06-05,6.35,0.0
685,1037,210,2025-05-19,9.76,1.76
686,1187,221,2026-04-02,8.06,0.06
687,1003,218,2025-07-24,6.24,0.0
688,1037,204,2025-12-24,9.25,1.25
689,1147,220,2026-02-12,4.25,0.0
690,1141,203,2025-11-19,6.36,0.0
691,1192,224,2025-12-27,5.83,0.0
692,1089,207,2025-06-15,9.42,1.42
693,1166,228,2025-11-10,6.48,0.0
694,1042,206,2025-12-24,7.08,0.0
695,1065,207,2026-02-21,5.32,0.0
696,1172,226,2026-02-08,4.69,0.0
697,1014,228,2025-12-10,7.4,0.0
698,1141,215,2025-08-17,8.51,0.51
699,1019,210,2025-10-08,7.87,0.0
700,1065,204,2025-09-15,8.03,0.03
701,1149,216,2026-03-26,5.18,0.0
702,1092,205,2025-12-12,9.71,1.71
703,1061,204,2025-09-11,8.03,0.03
704,1018,229,2025-09-28,5.71,0.0
705,1125,215,2025-08-27,5.16,0.0
706,1169,210,2026-03-01,5.97,0.0
707,1040,219,2026-04-14,8.16,0.16
708,1081,214,2025-12-20,7.4,0.0
709,1081,208,2025-09-12,5.01,0.0
710,1183,224,2026-04-14,8.71,0.71
711,1071,227,2026-01-30,7.85,0.0
712,1174,224,2025-06-06,6.16,0.0
713,1123,215,2026-02-26,5.99,0.0
714,1199,210,2025-08-28,6.67,0.0
715,1028,206,2025-10-21,6.92,0.0
716,1021,227,2025-10-27,7.87,0.0
717,1036,229,2026-02-22,5.68,0.0
718,1068,224,2025-07-06,7.23,0.0
719,1020,224,2026-01-20,9.32,1.32
720,1005,228,2026-03-05,4.45,0.0
721,1008,227,2025-07-21,7.04,0.0
722,1104,225,2025-10-01,7.49,0.0
723,1010,218,2026-04-05,7.54,0.0
724,1139,216,2026-04-25,5.56,0.0
725,1039,212,2025-06-30,7.92,0.0
726,1198,219,2025-11-19,6.35,0.0
727,1075,205,2025-07-22,8.4,0.4
728,1131,203,2025-09-16,6.79,0.0
729,1129,201,2025-07-20,6.38,0.0
730,1158,222,2026-03-21,7.98,0.0
731,1132,205,2026-01-31,5.0,0.0
732,1046,219,2025-12-22,6.68,0.0
733,1169,228,2025-07-07,9.69,1.69
734,1189,224,2025-07-10,9.81,1.81
735,1092,202,2025-10-21,6.9,0.0
736,1125,208,2025-08-29,5.31,0.0
737,1095,208,2025-09-22,4.38,0.0
738,1053,217,2025-07-20,4.26,0.0
739,1093,213,2025-10-13,9.45,1.45
740,1117,229,2025-11-17,6.82,0.0
741,1167,211,2026-01-11,4.28,0.0
742,1134,221,2025-05-20,4.62,0.0
743,1190,209,2025-10-10,8.98,0.98
744,1146,206,2025-10-26,7.47,0.0
745,1097,212,2025-08-07,6.26,0.0
746,1020,217,2025-12-29,7.53,0.0
747,1058,217,2025-09-30,5.51,0.0
748,1089,216,2025-10-13,6.44,0.0
749,1155,201,2026-02-24,8.76,0.76
750,1036,215,2025-12-07,7.01,0.0
751,1020,217,2025-10-19,4.99,0.0
752,1055,205,2026-01-08,7.86,0.0
753,1093,220,2026-01-02,5.12,0.0
754,1031,222,2025-09-21,8.3,0.3
755,1085,224,2025-05-23,5.38,0.0
756,1173,216,2025-10-28,4.68,0.0
757,1152,206,2025-10-01,6.87,0.0
758,1106,201,2026-03-12,7.88,0.0
759,1033,219,2025-07-18,5.46,0.0
760,1035,221,2026-04-27,7.55,0.0
761,1147,205,2026-05-03,7.08,0.0
762,1067,230,2026-02-15,4.34,0.0
763,1104,220,2025-10-22,5.08,0.0
764,1164,201,2025-06-22,9.82,1.82
765,1187,222,2026-05-05,9.27,1.27
766,1022,207,2025-07-14,8.93,0.93
767,1121,228,2025-10-22,6.7,0.0
768,1057,227,2025-05-21,6.89,0.0
769,1037,226,2025-10-25,6.46,0.0
770,1197,206,2025-06-04,7.5,0.0
771,1131,209,2025-09-28,7.74,0.0
772,1176,211,2025-12-10,5.01,0.0
773,1153,219,2025-10-08,9.53,1.53
774,1097,213,2025-07-07,4.41,0.0
775,1005,207,2026-05-05,4.79,0.0
776,1130,222,2025-07-05,7.14,0.0
777,1039,220,2026-03-14,6.52,0.0
778,1122,229,2025-09-04,4.58,0.0
779,1010,229,2026-02-01,7.69,0.0
780,1129,225,2025-11-06,8.7,0.7
781,1124,222,2025-08-07,4.71,0.0
782,1155,218,2025-06-11,4.78,0.0
783,1199,222,2026-01-18,8.97,0.97
784,1134,214,2025-09-02,7.9,0.0
785,1012,223,2025-08-28,6.22,0.0
786,1059,226,2026-01-22,7.18,0.0
787,1197,213,2025-09-19,6.89,0.0
788,1190,230,2026-02-07,6.1,0.0
789,1179,219,2025-07-12,8.57,0.57
790,1035,209,2025-12-26,4.59,0.0
791,1060,230,2025-07-29,6.86,0.0
792,1073,220,2025-07-30,9.15,1.15
793,1105,209,2026-02-26,9.26,1.26
794,1182,224,2025-12-12,5.13,0.0
795,1148,217,2025-11-09,8.74,0.74
796,1002,213,2025-09-09,4.71,0.0
797,1177,226,2026-01-24,7.93,0.0
798,1093,204,2026-01-30,5.9,0.0
799,1167,219,2025-05-22,4.93,0.0
800,1138,214,2025-10-16,5.52,0.0
801,1157,209,2025-11-23,7.39,0.0
802,1102,225,2026-01-30,9.95,1.95
803,1142,226,2025-09-05,5.22,0.0
804,1046,212,2025-08-17,7.35,0.0
805,1124,209,2025-05-13,7.35,0.0
806,1148,212,2026-05-03,9.93,1.93
807,1102,224,2025-11-25,8.65,0.65
808,1169,204,2026-04-10,4.83,0.0
809,1115,226,2025-06-07,8.49,0.49
810,1042,204,2026-03-17,8.2,0.2
811,1103,226,2025-07-12,5.29,0.0
812,1141,220,2025-10-25,6.03,0.0
813,1181,202,2025-06-14,8.18,0.18
814,1163,201,2026-01-29,4.96,0.0
815,1038,216,2026-03-06,8.83,0.83
816,1112,203,2025-12-17,9.56,1.56
817,1057,212,2026-04-08,4.38,0.0
818,1010,224,2026-01-11,4.48,0.0
819,1103,220,2026-02-24,6.31,0.0
820,1074,223,2026-04-13,7.94,0.0
821,1015,225,2025-08-08,9.78,1.78
822,1164,216,2025-12-07,8.92,0.92
823,1052,228,2025-09-04,6.63,0.0
824,1133,210,2026-04-12,7.94,0.0
825,1154,217,2025-12-04,5.17,0.0
826,1060,220,2026-04-26,7.09,0.0
827,1010,212,2026-01-11,5.02,0.0
828,1001,206,2025-12-19,5.44,0.0
829,1071,225,2025-10-25,4.52,0.0
830,1172,213,2025-05-17,6.4,0.0
831,1052,217,2025-09-24,6.43,0.0
832,1181,203,2026-02-28,4.09,0.0
833,1141,210,2025-06-25,9.52,1.52
834,1144,230,2026-02-09,8.36,0.36
835,1089,227,2025-05-22,7.5,0.0
836,1156,207,2025-07-30,5.66,0.0
837,1104,219,2025-07-19,6.73,0.0
838,1045,214,2026-04-06,4.03,0.0
839,1144,203,2025-09-16,7.04,0.0
840,1088,204,2026-04-06,7.02,0.0
841,1066,229,2026-02-12,8.82,0.82
842,1148,209,2025-08-11,7.23,0.0
843,1097,219,2025-07-01,8.17,0.17
844,1063,225,2026-03-20,6.9,0.0
845,1199,215,2025-12-15,6.04,0.0
846,1151,228,2025-09-09,8.09,0.09
847,1030,209,2025-05-28,4.16,0.0
848,1163,226,2025-08-13,4.41,0.0
849,1174,223,2026-04-03,9.97,1.97
850,1081,214,2026-03-06,5.38,0.0
851,1133,218,2025-08-30,9.73,1.73
852,1068,208,2025-12-12,4.06,0.0
853,1103,222,2025-07-09,5.72,0.0
854,1088,203,2025-10-22,8.49,0.49
855,1046,216,2025-11-27,7.33,0.0
856,1056,229,2025-08-16,5.88,0.0
857,1047,224,2025-11-03,7.44,0.0
858,1049,216,2025-05-20,8.1,0.1
859,1061,224,2026-02-07,8.42,0.42
860,1068,207,2025-07-09,5.45,0.0
861,1064,227,2025-05-18,5.38,0.0
862,1040,225,2026-01-10,7.71,0.0
863,1021,222,2025-12-08,4.64,0.0
864,1127,220,2026-04-17,9.73,1.73
865,1139,202,2025-07-23,4.04,0.0
866,1096,220,2025-07-22,9.09,1.09
867,1148,228,2025-12-29,5.89,0.0
868,1047,225,2025-06-12,5.65,0.0
869,1072,213,2025-07-01,9.5,1.5
870,1148,205,2025-10-23,5.33,0.0
871,1109,216,2026-02-10,4.32,0.0
872,1009,217,2025-11-04,9.64,1.64
873,1176,225,2025-08-25,6.08,0.0
874,1031,223,2025-10-30,5.05,0.0
875,1081,223,2025-08-18,7.11,0.0
876,1173,207,2025-12-25,4.05,0.0
877,1026,211,2026-01-13,6.28,0.0
878,1067,206,2026-04-23,6.17,0.0
879,1061,209,2025-07-17,7.29,0.0
880,1157,211,2025-09-08,6.83,0.0
881,1128,214,2025-11-25,6.2,0.0
882,1180,225,2026-03-24,5.26,0.0
883,1103,209,2026-04-24,6.23,0.0
884,1147,205,2026-04-01,6.7,0.0
885,1176,208,2026-04-28,9.88,1.88
886,1185,209,2025-10-02,8.89,0.89
887,1143,214,2026-05-04,8.82,0.82
888,1051,205,2025-12-13,9.14,1.14
889,1190,205,2026-04-12,8.8,0.8
890,1003,206,2026-01-29,6.84,0.0
891,1035,229,2026-02-25,6.53,0.0
892,1133,218,2025-09-25,9.1,1.1
893,1125,210,2026-03-27,8.32,0.32
894,1146,202,2025-09-18,5.51,0.0
895,1177,206,2025-07-04,6.39,0.0
896,1066,216,2026-01-16,4.36,0.0
897,1025,215,2025-08-28,9.03,1.03
898,1067,212,2025-12-16,8.47,0.47
899,1143,230,2025-10-08,6.16,0.0
900,1089,201,2025-11-09,8.86,0.86
901,1090,228,2025-07-09,6.47,0.0
902,1156,207,2025-05-17,8.08,0.08
903,1167,221,2025-11-13,7.46,0.0
904,1200,210,2025-07-10,7.23,0.0
905,1173,217,2025-06-17,6.13,0.0
906,1189,215,2026-05-07,6.92,0.0
907,1098,220,2026-02-26,9.34,1.34
908,1162,205,2025-12-04,5.72,0.0
909,1164,226,2025-12-20,9.21,1.21
910,1108,221,2026-03-29,9.57,1.57
911,1104,228,2025-07-14,7.67,0.0
912,1021,206,2025-07-10,9.44,1.44
913,1081,211,2025-08-14,6.06,0.0
914,1182,209,2026-02-10,7.92,0.0
915,1102,209,2026-03-24,7.63,0.0
916,1200,228,2026-03-14,9.33,1.33
917,1192,219,2026-04-26,9.63,1.63
918,1116,214,2025-05-24,7.13,0.0
919,1006,205,2025-05-21,5.0,0.0
920,1170,209,2025-08-02,8.37,0.37
921,1180,224,2025-05-10,9.64,1.64
922,1043,213,2025-11-18,4.48,0.0
923,1017,230,2025-08-22,4.62,0.0
924,1141,202,2026-04-06,9.27,1.27
925,1102,217,2025-07-09,4.16,0.0
926,1022,204,2025-11-22,8.59,0.59
927,1040,203,2025-06-26,5.57,0.0
928,1100,210,2026-03-16,7.93,0.0
929,1189,210,2026-01-31,5.38,0.0
930,1033,205,2026-05-01,6.66,0.0
931,1044,201,2025-10-27,7.16,0.0
932,1092,228,2025-07-25,4.21,0.0
933,1122,215,2026-01-03,9.49,1.49
934,1139,230,2026-05-02,9.85,1.85
935,1114,205,2025-08-20,5.63,0.0
936,1179,218,2025-09-17,9.82,1.82
937,1153,215,2025-07-12,5.06,0.0
938,1163,229,2026-02-19,7.79,0.0
939,1135,221,2026-02-27,7.38,0.0
940,1080,230,2025-12-11,7.84,0.0
941,1139,208,2026-01-17,6.08,0.0
942,1114,210,2025-09-10,8.83,0.83
943,1067,205,2025-07-20,6.19,0.0
944,1001,217,2026-01-22,5.82,0.0
945,1035,212,2025-07-15,8.89,0.89
946,1137,201,2025-09-23,5.72,0.0
947,1126,225,2025-11-15,8.13,0.13
948,1003,225,2025-05-27,6.86,0.0
949,1075,220,2026-04-25,6.58,0.0
950,1002,218,2025-08-12,5.39,0.0
951,1106,229,2025-10-08,6.24,0.0
952,1102,208,2025-07-30,7.36,0.0
953,1189,221,2025-12-21,4.98,0.0
954,1097,208,2026-04-19,6.34,0.0
955,1109,221,2025-10-14,5.58,0.0
956,1196,226,2026-03-18,5.44,0.0
957,1178,222,2025-06-18,9.46,1.46
958,1167,224,2026-04-29,5.63,0.0
959,1069,214,2026-02-14,7.19,0.0
960,1018,206,2026-04-14,5.13,0.0
961,1029,221,2026-01-14,4.82,0.0
962,1116,209,2026-01-15,6.73,0.0
963,1126,207,2025-05-31,8.2,0.2
964,1039,202,2025-07-31,5.92,0.0
965,1006,206,2025-05-14,9.82,1.82
966,1073,209,2026-01-23,9.83,1.83
967,1113,224,2026-01-12,4.75,0.0
968,1024,205,2025-10-10,4.05,0.0
969,1056,211,2026-02-08,4.09,0.0
970,1128,212,2025-05-30,6.52,0.0
971,1009,211,2025-11-07,6.78,0.0
972,1193,205,2025-09-02,4.48,0.0
973,1199,213,2025-12-23,4.34,0.0
974,1121,206,2025-07-11,4.43,0.0
975,1065,227,2026-03-16,5.15,0.0
976,1004,204,2025-06-21,6.29,0.0
977,1183,208,2026-03-13,9.85,1.85
978,1114,208,2025-05-31,6.31,0.0
979,1009,207,2025-05-24,8.43,0.43
980,1198,204,2026-02-28,6.77,0.0
981,1054,216,2025-10-06,7.13,0.0
982,1080,230,2026-02-18,6.33,0.0
983,1162,224,2025-07-31,5.94,0.0
984,1141,217,2025-12-12,4.25,0.0
985,1124,221,2025-07-10,4.73,0.0
986,1093,229,2025-09-10,5.79,0.0
987,1171,207,2025-08-28,4.31,0.0
988,1061,221,2025-07-29,9.84,1.84
989,1004,206,2026-04-17,6.6,0.0
990,1150,204,2026-01-26,8.77,0.77
991,1063,201,2025-07-30,6.37,0.0
992,1149,226,2025-12-27,9.81,1.81
993,1177,220,2026-01-12,8.14,0.14
994,1198,203,2025-11-12,4.93,0.0
995,1128,203,2025-09-06,5.49,0.0
996,1087,230,2025-11-03,8.12,0.12
997,1195,221,2026-03-13,9.82,1.82
998,1092,221,2026-03-23,4.36,0.0
999,1138,226,2026-01-19,4.92,0.0
1000,1125,208,2025-08-06,4.64,0.0
1001,1143,226,2025-09-29,5.9,0.0
1002,1089,226,2026-04-16,7.87,0.0
1003,1188,207,2025-10-02,9.35,1.35
1004,1097,212,2025-06-25,4.13,0.0
1005,1065,229,2026-01-30,8.35,0.35
1006,1181,215,2025-10-27,4.24,0.0
1007,1139,223,2025-06-06,7.35,0.0
1008,1146,206,2025-06-28,6.94,0.0
1009,1083,224,2025-11-23,7.26,0.0
1010,1154,230,2025-12-31,6.81,0.0
1011,1042,203,2025-06-06,9.16,1.16
1012,1116,210,2026-03-26,7.19,0.0
1013,1139,212,2025-05-14,8.92,0.92
1014,1199,221,2025-07-05,6.72,0.0
1015,1188,206,2025-06-16,7.04,0.0
1016,1159,228,2025-10-31,9.3,1.3
1017,1159,208,2026-04-01,6.18,0.0
1018,1017,222,2026-03-11,5.92,0.0
1019,1100,207,2025-08-04,9.8,1.8
1020,1128,225,2026-03-17,7.14,0.0
1021,1157,210,2026-04-20,7.31,0.0
1022,1165,211,2025-07-24,5.94,0.0
1023,1134,222,2025-12-14,4.66,0.0
1024,1034,206,2025-08-15,4.4,0.0
1025,1052,204,2026-01-16,9.24,1.24
1026,1026,202,2025-08-16,6.91,0.0
1027,1100,222,2026-04-06,7.43,0.0
1028,1160,223,2025-08-04,6.94,0.0
1029,1013,212,2025-07-26,7.54,0.0
1030,1184,203,2026-03-14,5.32,0.0
1031,1054,221,2025-11-25,4.08,0.0
1032,1021,215,2025-10-27,6.95,0.0
1033,1016,212,2025-06-11,8.81,0.81
1034,1107,227,2025-09-25,7.35,0.0
1035,1182,202,2026-01-22,6.21,0.0
1036,1069,217,2025-11-04,8.94,0.94
1037,1019,227,2026-02-20,4.24,0.0
1038,1056,217,2026-02-23,5.82,0.0
1039,1186,208,2025-10-03,4.58,0.0
1040,1049,207,2026-02-19,7.19,0.0
1041,1064,219,2026-03-11,7.16,0.0
1042,1046,218,2025-05-07,7.75,0.0
1043,1107,224,2026-01-09,8.5,0.5
1044,1164,219,2025-09-16,4.63,0.0
1045,1118,223,2026-02-28,6.15,0.0
1046,1027,206,2026-01-04,7.99,0.0
1047,1141,213,2025-09-16,8.75,0.75
1048,1169,206,2026-03-11,7.03,0.0
1049,1154,215,2025-07-23,7.2,0.0
1050,1081,218,2026-01-04,9.6,1.6
1051,1084,228,2026-03-13,9.95,1.95
1052,1196,221,2026-02-03,6.23,0.0
1053,1186,211,2025-11-04,6.58,0.0
1054,1145,218,2025-06-27,7.65,0.0
1055,1197,218,2026-04-04,5.28,0.0
1056,1066,212,2026-05-03,9.56,1.56
1057,1115,213,2026-01-27,9.77,1.77
1058,1009,210,2026-04-09,4.0,0.0
1059,1133,205,2025-06-16,7.57,0.0
1060,1078,201,2026-01-05,9.96,1.96
1061,1057,207,2025-08-06,5.8,0.0
1062,1006,225,2026-01-25,9.13,1.13
1063,1177,227,2025-05-14,8.93,0.93
1064,1142,217,2025-07-06,5.66,0.0
1065,1147,205,2026-03-10,7.34,0.0
1066,1118,212,2026-03-08,4.57,0.0
1067,1068,212,2026-01-10,4.94,0.0
1068,1064,208,2026-02-18,9.34,1.34
1069,1077,203,2025-12-19,5.54,0.0
1070,1146,230,2026-05-06,7.42,0.0
1071,1020,224,2026-02-16,5.3,0.0
1072,1124,206,2026-02-17,5.95,0.0
1073,1177,223,2025-07-03,6.93,0.0
1074,1025,220,2025-09-30,7.46,0.0
1075,1010,224,2026-03-08,7.85,0.0
1076,1098,203,2026-03-30,8.85,0.85
1077,1198,211,2026-03-04,8.68,0.68
1078,1112,214,2025-10-22,6.09,0.0
1079,1031,228,2026-04-17,9.58,1.58
1080,1192,221,2026-01-24,8.62,0.62
1081,1003,221,2026-02-27,9.1,1.1
1082,1098,202,2026-01-18,8.66,0.66
1083,1011,211,2025-05-11,5.83,0.0
1084,1039,211,2026-04-04,7.24,0.0
1085,1057,205,2025-07-31,7.01,0.0
1086,1188,213,2026-01-22,4.3,0.0
1087,1193,220,2026-04-29,9.83,1.83
1088,1024,208,2026-02-24,7.45,0.0
1089,1101,205,2025-08-06,6.59,0.0
1090,1022,216,2025-10-27,4.79,0.0
1091,1013,218,2025-12-04,7.43,0.0
1092,1022,213,2025-10-14,6.4,0.0
1093,1199,223,2025-06-26,7.01,0.0
1094,1035,216,2025-08-18,4.78,0.0
1095,1125,213,2025-12-02,7.36,0.0
1096,1051,218,2026-02-22,7.91,0.0
1097,1189,217,2025-08-30,7.7,0.0
1098,1019,209,2025-07-24,5.48,0.0
1099,1083,222,2025-11-06,8.66,0.66
1100,1023,204,2025-08-01,9.54,1.54
1101,1109,212,2026-02-09,8.03,0.03
1102,1083,212,2025-07-14,6.09,0.0
1103,1007,225,2026-05-03,7.56,0.0
1104,1090,220,2025-08-21,5.83,0.0
1105,1114,220,2025-09-21,8.93,0.93
1106,1012,230,2026-02-16,4.87,0.0
1107,1052,222,2026-01-09,8.91,0.91
1108,1194,224,2025-06-22,6.24,0.0
1109,1029,224,2025-07-28,9.12,1.12
1110,1159,230,2025-08-21,4.33,0.0
1111,1074,201,2026-04-18,4.89,0.0
1112,1029,210,2025-07-20,6.06,0.0
1113,1006,211,2025-12-06,6.7,0.0
1114,1138,207,2025-09-02,5.25,0.0
1115,1134,225,2025-10-16,5.22,0.0
1116,1124,220,2025-08-12,5.55,0.0
1117,1037,223,2026-03-19,8.38,0.38
1118,1005,213,2025-07-19,8.19,0.19
1119,1170,217,2025-09-01,7.5,0.0
1120,1044,202,2025-08-21,4.26,0.0
1121,1179,220,2025-09-29,5.7,0.0
1122,1120,221,2025-07-25,5.63,0.0
1123,1018,213,2026-01-11,9.67,1.67
1124,1170,228,2026-01-16,7.96,0.0
1125,1093,228,2025-07-31,9.48,1.48
1126,1075,228,2025-07-16,4.65,0.0
1127,1099,208,2026-04-25,9.3,1.3
1128,1131,223,2025-09-13,9.88,1.88
1129,1081,216,2026-04-09,4.6,0.0
1130,1137,203,2025-07-02,9.2,1.2
1131,1129,215,2025-10-17,5.12,0.0
1132,1183,201,2025-07-04,7.36,0.0
1133,1136,210,2025-07-12,4.24,0.0
1134,1101,224,2026-03-12,6.0,0.0
1135,1089,222,2025-07-03,4.94,0.0
1136,1161,210,2026-04-16,6.11,0.0
1137,1129,209,2025-05-13,5.42,0.0
1138,1161,209,2025-12-24,8.87,0.87
1139,1008,218,2025-10-13,9.27,1.27
1140,1058,205,2025-06-01,9.69,1.69
1141,1101,222,2025-08-25,6.05,0.0
1142,1187,213,2025-08-18,4.82,0.0
1143,1174,220,2025-06-11,7.12,0.0
1144,1176,208,2026-01-10,9.24,1.24
1145,1147,205,2025-10-17,6.5,0.0
1146,1080,230,2026-05-06,6.56,0.0
1147,1115,218,2026-03-06,7.63,0.0
1148,1168,205,2025-10-10,4.79,0.0
1149,1176,226,2026-03-05,7.49,0.0
1150,1036,210,2025-09-11,5.21,0.0
1151,1135,230,2025-12-31,8.13,0.13
1152,1198,205,2025-09-03,4.81,0.0
1153,1145,230,2025-08-17,7.94,0.0
1154,1018,218,2025-09-09,4.95,0.0
1155,1185,204,2025-05-12,7.2,0.0
1156,1038,224,2025-06-07,5.1,0.0
1157,1082,229,2025-05-11,4.18,0.0
1158,1106,210,2025-09-02,9.84,1.84
1159,1164,230,2026-02-10,6.66,0.0
1160,1039,225,2026-03-31,8.43,0.43
1161,1034,206,2026-02-05,5.13,0.0
1162,1157,220,2025-09-12,4.16,0.0
1163,1146,220,2025-05-10,5.6,0.0
1164,1060,208,2025-08-31,5.39,0.0
1165,1092,203,2025-10-20,8.12,0.12
1166,1123,205,2026-02-05,8.13,0.13
1167,1155,216,2026-03-05,7.01,0.0
1168,1096,206,2026-01-08,8.27,0.27
1169,1126,216,2025-08-26,9.11,1.11
1170,1050,208,2025-10-24,4.83,0.0
1171,1196,201,2026-01-11,4.19,0.0
1172,1106,208,2025-07-21,9.55,1.55
1173,1052,225,2026-02-08,8.45,0.45
1174,1046,230,2025-08-28,5.23,0.0
1175,1113,228,2026-03-06,9.73,1.73
1176,1177,211,2025-10-04,7.7,0.0
1177,1064,214,2025-05-29,9.2,1.2
1178,1011,220,2026-04-11,6.43,0.0
1179,1098,224,2025-09-16,8.41,0.41
1180,1157,224,2026-05-02,5.88,0.0
1181,1138,217,2026-01-10,7.43,0.0
1182,1181,226,2026-01-08,7.85,0.0
1183,1028,215,2026-01-22,4.23,0.0
1184,1011,229,2025-08-16,6.74,0.0
1185,1133,218,2026-02-07,9.98,1.98
1186,1189,202,2026-01-15,6.37,0.0
1187,1133,225,2025-07-16,7.35,0.0
1188,1013,207,2025-07-10,7.78,0.0
1189,1102,229,2025-06-05,5.75,0.0
1190,1074,215,2026-02-17,5.83,0.0
1191,1076,220,2025-07-12,5.0,0.0
1192,1177,217,2025-12-22,9.51,1.51
1193,1119,227,2025-11-21,9.42,1.42
1194,1024,224,2025-11-07,7.88,0.0
1195,1047,225,2025-11-11,7.0,0.0
1196,1179,218,2026-04-20,7.51,0.0
1197,1106,211,2026-01-28,4.81,0.0
1198,1046,215,2025-08-24,6.71,0.0
1199,1183,229,2025-07-13,7.54,0.0
1200,1117,203,2025-07-29,5.21,0.0
1201,1178,221,2025-09-11,5.5,0.0
1202,1042,223,2026-01-07,9.44,1.44
1203,1024,204,2026-01-02,8.4,0.4
1204,1163,212,2025-07-25,8.24,0.24
1205,1182,213,2025-05-24,4.51,0.0
1206,1131,220,2025-11-23,8.36,0.36
1207,1097,218,2025-06-13,9.7,1.7
1208,1197,206,2026-05-01,6.28,0.0
1209,1145,228,2026-01-28,9.47,1.47
1210,1039,206,2025-05-12,7.96,0.0
1211,1046,225,2025-08-05,9.21,1.21
1212,1108,210,2025-06-27,8.27,0.27
1213,1197,215,2025-07-28,5.86,0.0
1214,1047,204,2025-07-08,5.73,0.0
1215,1052,201,2026-01-16,9.39,1.39
1216,1065,201,2025-09-12,7.74,0.0
1217,1128,218,2026-04-09,6.75,0.0
1218,1156,229,2025-10-11,8.84,0.84
1219,1056,219,2026-03-14,6.96,0.0
1220,1117,214,2025-10-14,7.96,0.0
1221,1154,220,2026-03-26,6.65,0.0
1222,1141,209,2025-10-20,4.04,0.0
1223,1143,227,2025-07-08,7.72,0.0
1224,1013,206,2026-02-24,8.95,0.95
1225,1168,212,2025-10-18,4.89,0.0
1226,1009,222,2026-04-26,4.22,0.0
1227,1155,210,2025-07-14,7.47,0.0
1228,1023,202,2025-08-27,5.99,0.0
1229,1046,206,2025-06-11,4.65,0.0
1230,1157,222,2025-09-22,8.03,0.03
1231,1153,219,2025-08-06,8.15,0.15
1232,1046,215,2026-03-29,8.72,0.72
1233,1093,230,2025-07-29,8.5,0.5
1234,1197,210,2025-08-25,4.22,0.0
1235,1098,227,2025-07-30,5.94,0.0
1236,1110,227,2025-09-17,4.41,0.0
1237,1075,216,2026-02-26,7.3,0.0
1238,1178,228,2025-12-11,4.81,0.0
1239,1135,214,2025-11-11,5.65,0.0
1240,1179,207,2025-09-05,7.15,0.0
1241,1028,219,2025-08-01,7.67,0.0
1242,1162,217,2026-03-11,8.38,0.38
1243,1124,224,2026-04-26,9.92,1.92
1244,1181,210,2025-10-03,8.13,0.13
1245,1082,209,2025-11-09,6.56,0.0
1246,1160,212,2026-04-08,7.15,0.0
1247,1158,219,2026-02-14,9.56,1.56
1248,1187,221,2026-04-27,6.98,0.0
1249,1047,229,2025-06-24,6.99,0.0
1250,1182,210,2026-04-05,7.66,0.0
1251,1001,204,2026-01-22,9.88,1.88
1252,1161,226,2025-07-20,4.14,0.0
1253,1054,226,2025-05-21,4.71,0.0
1254,1107,214,2025-05-25,7.69,0.0
1255,1090,218,2026-05-01,4.27,0.0
1256,1055,201,2025-10-04,8.84,0.84
