attendance_id,employee_id,attendance_date,attendance_status
902,1133,2025-06-09,WFH
903,1129,2025-06-12,Present
904,1103,2026-02-13,WFH
905,1015,2025-09-23,WFH
906,1179,2025-11-06,Present
907,1150,2025-11-01,Absent
908,1068,2025-08-14,Leave
909,1008,2025-07-13,Present
910,1087,2026-02-03,Absent
911,1067,2026-02-25,Present
912,1086,2025-10-13,Present
913,1036,2026-04-16,Present
914,1141,2025-09-26,Leave
915,1085,2025-05-07,Leave
916,1016,2026-04-19,Present
917,1127,2026-02-13,Present
918,1145,2026-03-19,WFH
919,1180,2025-11-25,Present
920,1089,2026-03-30,Present
921,1107,2025-10-04,WFH
922,1190,2026-02-14,WFH
923,1021,2025-12-23,WFH
924,1123,2025-08-18,Present
925,1070,2026-03-29,Leave
926,1011,2026-01-27,Present
927,1010,2026-01-14,Absent
928,1130,2026-03-13,Present
929,1167,2025-10-16,Present
930,1111,2025-08-31,Absent
931,1078,2025-09-14,Present
932,1006,2026-04-04,Present
933,1007,2026-04-27,Present
934,1137,2026-02-05,WFH
935,1098,2025-12-21,Leave
936,1176,2026-01-23,Leave
937,1005,2026-01-16,WFH
938,1124,2025-06-25,Present
939,1100,2025-08-27,Absent
940,1179,2026-01-21,Present
941,1111,2025-08-15,Leave
942,1110,2026-04-11,WFH
943,1036,2025-08-09,Present
944,1113,2025-11-09,Present
945,1158,2026-03-07,Present
946,1091,2025-08-18,Present
947,1088,2026-01-29,Absent
948,1015,2025-09-16,Present
949,1060,2025-05-17,Present
950,1151,2025-05-17,Present
951,1059,2025-07-17,Absent
952,1192,2026-02-09,WFH
953,1146,2026-02-03,Present
954,1004,2025-08-12,Leave
955,1064,2026-01-27,Present
956,1020,2025-12-21,Present
957,1033,2026-03-14,Absent
958,1047,2025-12-30,Present
959,1012,2025-09-13,Present
960,1090,2025-11-12,WFH
961,1168,2025-12-27,Present
962,1075,2026-02-25,Present
963,1156,2026-03-02,Absent
964,1123,2026-01-16,Leave
965,1032,2025-07-25,Leave
966,1020,2025-07-04,Present
967,1065,2025-12-08,WFH
968,1053,2025-12-15,Absent
969,1181,2026-01-05,Leave
970,1092,2025-06-10,Present
971,1114,2025-05-23,Leave
972,1078,2025-06-28,Present
973,1200,2025-05-13,WFH
974,1075,2026-02-19,Leave
975,1063,2026-01-04,WFH
976,1069,2026-04-10,Present
977,1179,2025-07-11,WFH
978,1129,2026-02-16,Present
979,1014,2025-08-01,Present
980,1106,2025-06-09,Leave
981,1160,2026-01-16,Absent
982,1072,2025-06-06,Present
983,1053,2025-06-27,Present
984,1134,2025-10-14,Present
985,1079,2025-07-31,Leave
986,1142,2025-07-24,Present
987,1032,2025-10-13,Present
988,1186,2026-01-01,Present
989,1010,2025-08-09,Present
990,1179,2025-07-19,Absent
991,1167,2025-11-08,Absent
992,1030,2026-01-15,Present
993,1128,2026-01-24,Present
994,1070,2025-06-26,Present
995,1151,2026-03-28,Absent
996,1077,2025-11-04,Present
997,1016,2026-03-18,Present
998,1157,2025-05-31,Absent
999,1127,2026-04-01,Present
1000,1098,2025-11-19,Absent
1001,1114,2025-10-16,Present
1002,1058,2025-07-23,Present
1003,1098,2025-08-02,Present
1004,1169,2026-04-09,Absent
1005,1137,2026-04-09,Present
1006,1170,2025-11-10,Present
1007,1009,2026-01-10,WFH
1008,1196,2025-10-29,Present
1009,1007,2026-04-20,WFH
1010,1194,2026-04-12,Present
1011,1068,2025-10-17,WFH
1012,1056,2026-04-23,Present
1013,1088,2025-06-21,Leave
1014,1160,2025-12-11,Absent
1015,1110,2025-11-14,Leave
1016,1189,2026-01-02,Present
1017,1028,2025-10-12,WFH
1018,1100,2025-05-26,Leave
1019,1174,2025-11-18,Present
1020,1137,2025-11-18,Absent
1021,1109,2025-08-04,WFH
1022,1185,2026-03-07,WFH
1023,1197,2025-11-22,WFH
1024,1067,2025-10-28,Present
1025,1098,2026-02-09,Absent
1026,1191,2025-07-16,Present
1027,1034,2026-04-16,Present
1028,1072,2025-06-07,Leave
1029,1071,2026-02-07,Present
1030,1064,2026-01-26,WFH
1031,1076,2026-02-27,Present
1032,1147,2025-10-01,Absent
1033,1010,2025-10-13,WFH
1034,1071,2026-02-19,Present
1035,1069,2025-10-02,Leave
1036,1065,2025-09-03,Leave
1037,1198,2025-07-12,WFH
1038,1004,2025-08-19,Present
1039,1079,2026-05-07,WFH
1040,1170,2025-11-23,Present
1041,1068,2025-07-15,Present
1042,1114,2025-12-31,Absent
1043,1005,2025-11-04,Absent
1044,1003,2026-01-11,Absent
1045,1010,2026-01-15,Present
1046,1123,2026-01-07,Leave
1047,1143,2025-11-02,Present
1048,1105,2025-12-11,Present
1049,1149,2026-01-04,Present
1050,1071,2025-07-14,WFH
1051,1142,2025-09-16,Present
1052,1017,2026-03-08,Absent
1053,1047,2026-02-04,Present
1054,1197,2026-01-15,Present
1055,1067,2026-03-10,Absent
1056,1033,2025-07-20,Present
1057,1162,2025-07-19,Present
1058,1038,2025-11-24,WFH
1059,1168,2025-12-12,Present
1060,1060,2025-05-26,Present
1061,1168,2025-09-27,Present
1062,1048,2025-06-26,Leave
1063,1130,2026-01-06,Absent
1064,1149,2026-01-09,Present
1065,1011,2025-05-14,WFH
1066,1184,2026-03-22,Present
1067,1016,2025-05-23,Leave
1068,1067,2026-04-13,Present
1069,1005,2025-12-29,Leave
1070,1091,2025-10-31,WFH
1071,1184,2025-09-20,Present
1072,1154,2026-01-22,Present
1073,1090,2025-06-01,Present
1074,1020,2026-05-03,WFH
1075,1114,2025-12-31,Present
1076,1131,2026-01-29,Present
1077,1061,2025-09-08,Present
1078,1084,2026-01-07,WFH
1079,1096,2026-02-11,Leave
1080,1107,2026-03-13,Present
1081,1165,2025-12-30,Absent
1082,1073,2025-10-25,Present
1083,1007,2025-06-07,Present
1084,1156,2025-08-30,Present
1085,1086,2025-07-14,Absent
1086,1167,2025-07-19,Present
1087,1121,2026-03-28,Present
1088,1160,2025-08-18,Present
1089,1042,2026-03-18,Present
1090,1012,2025-08-22,Present
1091,1039,2025-07-28,WFH
1092,1007,2025-06-02,Present
1093,1156,2026-01-15,Present
1094,1081,2025-12-14,WFH
1095,1184,2025-05-29,Leave
1096,1131,2026-01-17,WFH
1097,1183,2025-07-29,Present
1098,1056,2026-02-07,Absent
1099,1150,2025-11-20,Present
1100,1169,2025-05-31,Leave
1101,1039,2026-01-11,Absent
1102,1196,2026-02-17,Leave
1103,1021,2025-11-14,Present
1104,1058,2025-05-17,WFH
1105,1129,2025-07-21,WFH
1106,1162,2025-05-23,WFH
1107,1188,2025-10-28,Absent
1108,1138,2025-08-10,Leave
1109,1032,2026-03-20,WFH
1110,1014,2025-11-02,WFH
1111,1121,2025-09-04,Leave
1112,1135,2025-08-27,WFH
1113,1113,2025-11-30,Present
1114,1069,2025-08-21,Present
1115,1148,2025-12-03,Present
1116,1063,2025-09-09,Present
1117,1063,2025-06-17,Present
1118,1060,2025-07-09,Absent
1119,1081,2026-02-16,Leave
1120,1030,2025-11-08,Leave
1121,1062,2025-08-16,Absent
1122,1188,2026-03-22,Absent
1123,1093,2026-01-03,Present
1124,1091,2026-04-12,WFH
1125,1130,2026-05-02,Present
1126,1093,2025-11-01,Leave
1127,1124,2025-06-17,WFH
1128,1059,2026-01-30,Absent
1129,1108,2025-11-23,Present
1130,1146,2026-03-03,Present
1131,1138,2026-02-03,Present
1132,1199,2026-01-25,Absent
1133,1173,2025-08-11,WFH
1134,1171,2025-12-28,Present
1135,1156,2025-07-03,Present
1136,1074,2026-04-19,Present
1137,1081,2026-03-26,Present
1138,1021,2025-07-20,Absent
1139,1108,2026-04-25,WFH
1140,1038,2025-12-01,WFH
1141,1127,2025-07-11,Leave
1142,1198,2026-05-01,Present
1143,1047,2025-11-23,Absent
1144,1004,2025-06-04,Present
1145,1031,2025-12-23,Absent
1146,1068,2026-02-20,WFH
1147,1183,2025-05-14,Absent
1148,1191,2025-10-01,Present
1149,1033,2025-09-01,Present
1150,1111,2025-05-30,Present
1151,1177,2025-10-10,Present
1152,1019,2025-07-27,Present
1153,1132,2026-01-19,WFH
1154,1100,2026-02-10,Absent
1155,1091,2026-04-01,Present
1156,1103,2025-12-09,Leave
1157,1143,2026-04-08,Present
1158,1183,2026-01-29,Present
1159,1031,2025-12-30,Present
1160,1087,2025-09-13,WFH
1161,1156,2026-02-10,WFH
1162,1028,2025-10-22,Leave
1163,1012,2026-05-02,Present
1164,1190,2025-08-31,Present
1165,1115,2025-07-05,Absent
1166,1162,2025-09-09,Absent
1167,1190,2026-03-23,Absent
1168,1075,2026-03-25,Absent
1169,1180,2025-09-20,Present
1170,1188,2025-11-02,Present
1171,1186,2026-02-14,WFH
1172,1131,2025-05-21,Present
1173,1039,2025-09-23,Present
1174,1152,2025-11-09,WFH
1175,1095,2025-11-25,Leave
1176,1167,2026-02-23,Absent
1177,1098,2025-12-08,Present
1178,1113,2026-03-09,Present
1179,1131,2025-12-25,Leave
1180,1151,2025-05-13,Present
1181,1198,2025-10-07,Present
1182,1060,2025-09-02,Present
1183,1127,2026-04-01,Present
1184,1013,2025-05-19,WFH
1185,1133,2025-06-03,WFH
1186,1149,2026-02-08,WFH
1187,1110,2025-09-13,Present
1188,1083,2025-09-03,Absent
1189,1082,2025-10-23,Present
1190,1037,2025-07-29,Present
1191,1189,2025-12-07,Leave
1192,1054,2026-03-14,Absent
1193,1133,2025-09-05,Present
1194,1148,2026-04-19,WFH
1195,1081,2026-03-02,Present
1196,1089,2025-11-26,Present
1197,1043,2025-10-23,Present
1198,1074,2025-06-10,Present
1199,1125,2025-08-30,Absent
1200,1058,2025-09-29,Present
1201,1074,2025-10-21,Present
1202,1156,2026-02-23,Present
1203,1060,2025-12-28,Leave
1204,1072,2025-11-09,Present
1205,1025,2025-07-26,Present
1206,1142,2026-01-16,WFH
1207,1194,2026-02-06,Present
1208,1008,2025-06-27,WFH
1209,1011,2025-07-15,WFH
1210,1138,2025-10-28,Present
1211,1002,2026-01-19,Absent
1212,1007,2026-01-08,Present
1213,1053,2026-01-06,Present
1214,1147,2025-05-27,Absent
1215,1188,2026-04-24,Absent
1216,1134,2025-11-14,Present
1217,1117,2025-06-08,Present
1218,1029,2025-06-06,Leave
1219,1181,2026-02-24,Present
1220,1114,2025-08-10,Absent
1221,1127,2026-02-26,Present
1222,1023,2026-05-03,Present
1223,1072,2025-07-05,Leave
1224,1172,2026-04-24,Present
1225,1091,2025-06-18,Present
1226,1191,2026-01-04,Present
1227,1187,2025-10-15,Present
1228,1084,2026-01-29,Present
1229,1130,2026-02-25,Present
1230,1071,2025-05-10,Absent
1231,1162,2026-03-28,Leave
1232,1132,2026-01-18,Leave
1233,1199,2026-05-03,Present
1234,1181,2026-01-24,Leave
1235,1081,2026-02-23,Present
1236,1111,2025-08-17,Present
1237,1181,2025-06-02,WFH
1238,1082,2026-04-26,Present
1239,1143,2026-04-29,Leave
1240,1161,2026-03-21,Present
1241,1163,2025-12-09,Leave
1242,1003,2025-06-27,Present
1243,1036,2025-07-27,WFH
1244,1097,2026-02-18,Present
1245,1173,2025-12-09,Present
1246,1068,2025-09-05,Absent
1247,1039,2025-12-06,Absent
1248,1048,2025-10-19,Leave
1249,1128,2026-01-01,Present
1250,1034,2026-04-25,Present
1251,1163,2026-02-14,Present
1252,1133,2025-09-09,Leave
1253,1192,2025-07-26,Present
1254,1001,2025-12-28,Absent
1255,1018,2025-07-11,Absent
1256,1143,2025-11-14,WFH
1257,1054,2025-06-29,Leave
1258,1046,2025-11-20,Present
1259,1108,2025-09-20,Leave
1260,1068,2025-10-24,WFH
1261,1098,2026-02-28,Leave
1262,1150,2025-11-10,Present
1263,1164,2025-07-30,Present
1264,1124,2025-05-14,WFH
1265,1169,2025-06-05,Present
1266,1077,2026-02-12,Present
1267,1075,2026-03-10,Leave
1268,1125,2026-04-06,Absent
1269,1162,2025-06-23,Absent
1270,1154,2025-10-02,Present
1271,1140,2025-12-16,Absent
1272,1076,2026-02-20,Present
1273,1057,2026-01-30,Present
1274,1194,2025-11-10,Present
1275,1108,2025-08-05,Absent
1276,1084,2025-10-21,Present
1277,1170,2025-06-04,Absent
1278,1030,2026-03-08,Present
1279,1119,2025-11-06,Present
1280,1170,2025-09-29,Present
1281,1089,2026-04-08,Leave
1282,1102,2026-02-01,Leave
1283,1033,2025-10-02,Absent
1284,1126,2025-08-04,WFH
1285,1106,2025-11-30,Leave
1286,1061,2025-08-31,Present
1287,1075,2025-09-11,Present
1288,1130,2025-08-19,Present
1289,1105,2025-08-17,Present
1290,1144,2025-06-06,Present
1291,1067,2025-10-07,Leave
1292,1082,2025-10-10,Absent
1293,1101,2026-01-25,Absent
1294,1109,2025-12-30,Absent
1295,1067,2025-10-08,Present
1296,1069,2026-01-17,Absent
1297,1187,2026-01-22,Present
1298,1087,2025-09-09,Leave
1299,1012,2026-01-14,Present
1300,1115,2025-06-13,Absent
1301,1057,2025-11-19,WFH
1302,1043,2025-12-30,WFH
1303,1053,2025-06-05,Leave
1304,1029,2025-09-08,WFH
1305,1157,2026-05-07,Present
1306,1034,2026-04-29,WFH
1307,1139,2025-08-07,Present
1308,1185,2026-03-11,Present
1309,1098,2026-03-27,Present
1310,1200,2025-07-16,Leave
1311,1086,2025-06-05,Present
1312,1197,2026-02-18,WFH
1313,1017,2025-09-30,Leave
1314,1013,2026-03-04,WFH
1315,1054,2025-07-27,Present
1316,1138,2025-10-09,Present
1317,1041,2025-10-11,WFH
1318,1102,2026-04-04,Leave
1319,1059,2025-09-29,Present
1320,1042,2026-02-16,Present
1321,1085,2025-08-13,Absent
1322,1056,2025-10-23,WFH
1323,1188,2025-10-25,Present
1324,1004,2025-12-23,Present
1325,1006,2026-02-12,WFH
1326,1027,2026-05-03,WFH
1327,1102,2026-04-04,Absent
1328,1011,2025-12-14,Present
1329,1073,2026-03-05,Present
1330,1007,2025-07-14,Present
1331,1162,2026-02-17,Leave
1332,1064,2026-01-16,Present
1333,1070,2025-12-17,Leave
1334,1032,2026-01-10,Absent
1335,1168,2025-05-23,Absent
1336,1034,2026-03-30,Leave
1337,1070,2026-01-22,Present
1338,1020,2025-06-09,Present
1339,1130,2026-05-04,Leave
1340,1181,2026-04-27,Leave
1341,1107,2026-03-15,Present
1342,1004,2025-05-16,Leave
1343,1139,2025-09-17,WFH
1344,1039,2026-04-13,Present
1345,1189,2026-03-16,WFH
1346,1101,2025-12-31,Present
1347,1156,2025-09-02,Present
1348,1083,2025-06-27,Absent
1349,1132,2026-03-30,Leave
1350,1006,2026-03-13,Present
1351,1071,2026-03-27,Absent
1352,1052,2025-07-04,Present
1353,1068,2026-02-23,Leave
1354,1148,2025-12-04,Absent
1355,1097,2025-05-20,Present
1356,1110,2025-09-25,Present
1357,1057,2025-05-10,Absent
1358,1144,2026-02-23,Present
1359,1124,2025-08-28,Present
1360,1180,2025-05-23,WFH
1361,1130,2025-05-14,Present
1362,1098,2026-02-09,Present
1363,1128,2025-07-13,Leave
1364,1101,2026-03-04,Present
1365,1196,2026-02-10,WFH
1366,1183,2025-06-14,Present
1367,1116,2026-04-28,Present
1368,1148,2025-11-23,Present
1369,1102,2025-07-22,Present
1370,1115,2025-06-20,Present
1371,1123,2025-08-01,WFH
1372,1028,2026-01-28,Leave
1373,1080,2025-11-26,Present
1374,1037,2026-02-16,Leave
1375,1022,2026-02-21,Present
1376,1144,2025-05-18,Present
1377,1054,2025-09-05,Absent
1378,1152,2025-06-27,Present
1379,1022,2025-11-02,Present
1380,1104,2026-01-27,WFH
1381,1122,2025-06-01,WFH
1382,1186,2025-08-23,WFH
1383,1195,2026-02-21,Present
1384,1016,2025-06-17,Absent
1385,1065,2025-10-20,Absent
1386,1080,2025-08-10,Leave
1387,1087,2026-03-31,Present
1388,1010,2025-08-31,Present
1389,1177,2025-06-13,WFH
1390,1154,2025-10-27,Absent
1391,1002,2025-05-24,Present
1392,1177,2025-08-11,Present
1393,1194,2026-05-07,WFH
1394,1126,2026-03-06,WFH
1395,1128,2025-11-03,Present
1396,1167,2025-06-20,Present
1397,1083,2025-12-29,Absent
1398,1182,2025-08-24,Absent
1399,1132,2025-12-26,WFH
1400,1190,2025-10-14,Leave
1401,1021,2025-07-06,Present
1402,1109,2025-07-07,Leave
1403,1020,2026-02-14,Absent
1404,1033,2025-05-15,Present
1405,1042,2026-01-24,WFH
1406,1192,2025-05-25,Present
1407,1043,2026-02-16,Present
1408,1113,2026-05-05,Present
1409,1010,2026-02-28,Absent
1410,1127,2026-04-24,Present
1411,1161,2025-07-07,WFH
1412,1125,2025-12-22,Present
1413,1192,2025-07-19,WFH
1414,1108,2025-11-20,Absent
1415,1003,2025-11-15,Present
1416,1031,2025-06-20,Absent
1417,1076,2025-12-11,Leave
1418,1174,2025-10-17,Present
1419,1134,2025-08-17,Present
1420,1158,2025-09-21,Present
1421,1145,2025-08-25,Leave
1422,1043,2025-11-02,Present
1423,1075,2026-04-17,WFH
1424,1176,2026-04-05,Present
1425,1158,2025-06-17,Leave
1426,1096,2025-11-19,WFH
1427,1155,2026-03-23,Present
1428,1121,2026-02-24,Absent
1429,1054,2025-08-01,Present
1430,1192,2025-06-01,Leave
1431,1035,2025-07-11,Present
1432,1135,2025-06-13,Leave
1433,1122,2026-02-04,Present
1434,1082,2025-06-17,Absent
1435,1046,2025-06-08,Present
1436,1121,2025-10-31,Present
1437,1002,2025-10-18,Present
1438,1180,2025-08-18,Present
1439,1052,2025-10-14,Leave
1440,1025,2025-08-22,WFH
1441,1118,2026-03-12,Present
1442,1025,2026-02-17,Present
1443,1160,2025-08-16,Absent
1444,1153,2025-11-30,Present
1445,1018,2025-07-16,Present
1446,1163,2025-11-02,WFH
1447,1058,2025-10-03,Present
1448,1161,2025-09-07,Present
1449,1050,2025-09-21,Present
1450,1073,2026-04-14,Absent
1451,1150,2025-12-08,Leave
1452,1079,2025-08-18,Present
1453,1160,2025-05-21,Absent
1454,1066,2025-07-19,WFH
1455,1139,2025-08-26,Leave
1456,1169,2025-11-16,Present
1457,1020,2025-07-15,WFH
1458,1040,2025-10-18,Present
1459,1188,2025-12-10,Present
1460,1072,2025-10-12,Present
1461,1068,2025-06-24,WFH
1462,1027,2025-07-23,Present
1463,1134,2026-04-24,WFH
1464,1166,2025-12-12,Absent
1465,1085,2025-06-07,WFH
1466,1198,2026-04-17,WFH
1467,1155,2026-04-09,Present
1468,1189,2025-11-20,WFH
1469,1172,2025-07-20,Absent
1470,1054,2026-01-19,Present
1471,1001,2025-09-25,Present
1472,1056,2026-01-30,Present
1473,1158,2026-02-26,Present
1474,1037,2026-03-19,Present
1475,1122,2025-12-12,Present
1476,1083,2026-04-06,Present
1477,1014,2026-03-20,Present
1478,1131,2025-08-10,Absent
1479,1109,2025-09-03,Leave
1480,1121,2025-10-18,Present
1481,1078,2025-09-17,WFH
1482,1195,2025-09-30,Present
1483,1062,2025-10-24,WFH
1484,1101,2025-08-11,Absent
1485,1199,2026-01-14,Absent
1486,1181,2026-01-24,Absent
1487,1091,2025-12-10,Present
1488,1134,2026-02-18,Present
1489,1136,2025-12-21,Present
1490,1155,2025-11-27,Present
1491,1043,2025-10-04,Leave
1492,1072,2025-08-24,Leave
1493,1037,2025-09-06,Absent
1494,1144,2026-01-06,Absent
1495,1126,2025-06-27,Leave
1496,1065,2026-01-28,Leave
1497,1031,2025-08-10,WFH
1498,1112,2025-12-25,Leave
1499,1090,2025-10-20,Present
1500,1007,2025-09-19,Present
1501,1120,2025-11-04,Leave
1502,1089,2025-05-16,Leave
1503,1109,2025-11-09,Present
1504,1158,2026-01-03,WFH
1505,1049,2025-11-17,Absent
1506,1096,2025-05-23,Present
1507,1192,2026-02-21,Present
1508,1051,2025-11-02,Absent
1509,1093,2025-07-03,WFH
1510,1050,2026-03-27,Present
1511,1151,2025-08-04,Present
1512,1085,2026-04-06,Present
1513,1095,2025-05-10,Present
1514,1129,2026-01-21,Present
1515,1156,2026-01-16,Present
1516,1009,2025-11-06,Leave
1517,1071,2025-11-29,Leave
1518,1123,2025-10-30,Absent
1519,1012,2025-08-07,Leave
1520,1181,2026-01-13,Present
1521,1071,2026-01-01,Leave
1522,1015,2026-02-15,WFH
1523,1008,2025-05-11,Leave
1524,1121,2025-10-07,WFH
1525,1162,2025-08-13,Absent
1526,1126,2026-04-16,Present
1527,1122,2025-05-08,Leave
1528,1166,2026-02-12,WFH
1529,1027,2026-04-13,Present
1530,1095,2025-11-30,Present
1531,1157,2025-11-09,Leave
1532,1040,2025-12-01,Leave
1533,1189,2025-11-16,Present
1534,1034,2025-06-13,Present
1535,1108,2026-04-20,Present
1536,1015,2025-07-23,Absent
1537,1164,2025-06-02,Leave
1538,1016,2025-09-10,Present
1539,1025,2025-11-11,WFH
1540,1072,2025-12-30,Present
1541,1168,2025-11-29,WFH
1542,1189,2025-10-05,Present
1543,1086,2026-04-17,Leave
1544,1082,2025-11-18,Leave
1545,1044,2025-09-08,WFH
1546,1185,2026-02-01,Present
1547,1133,2025-09-24,Present
1548,1171,2025-09-09,Absent
1549,1107,2025-06-17,Leave
1550,1172,2025-07-18,Present
1551,1017,2025-06-11,Present
1552,1195,2026-01-23,WFH
1553,1038,2025-12-08,Leave
1554,1069,2025-08-26,Present
1555,1045,2026-03-16,Absent
1556,1012,2025-05-12,Present
1557,1156,2025-10-09,Present
1558,1177,2025-09-16,WFH
1559,1105,2025-07-21,Present
1560,1163,2025-12-24,Leave
1561,1001,2025-07-18,Present
1562,1071,2025-10-07,WFH
1563,1090,2026-03-06,Present
1564,1088,2025-09-13,Absent
1565,1146,2026-01-01,Leave
1566,1023,2025-10-20,WFH
1567,1119,2025-12-31,Present
1568,1030,2025-12-19,Present
1569,1047,2026-03-03,Leave
1570,1023,2025-07-16,Present
1571,1082,2025-11-07,WFH
1572,1161,2025-06-23,Present
1573,1197,2025-10-28,Present
1574,1003,2025-12-30,Present
1575,1164,2026-05-02,Present
1576,1118,2026-01-01,Present
1577,1186,2025-05-26,Present
1578,1079,2026-02-07,Leave
1579,1165,2026-05-06,Present
1580,1192,2026-03-24,Leave
1581,1034,2025-07-11,Present
1582,1014,2025-12-24,Absent
1583,1181,2025-07-19,Present
1584,1046,2026-02-20,Present
1585,1036,2026-03-10,WFH
1586,1081,2026-01-14,Absent
1587,1058,2025-07-20,Present
1588,1070,2025-10-23,Present
1589,1046,2025-05-13,Present
1590,1067,2026-02-02,Leave
1591,1113,2026-01-09,Present
1592,1024,2025-12-13,Absent
1593,1091,2026-04-22,WFH
1594,1094,2025-11-21,Present
1595,1198,2025-09-11,Leave
1596,1134,2025-08-16,Absent
1597,1162,2025-06-21,Leave
1598,1044,2025-09-03,Present
1599,1150,2025-10-19,Absent
1600,1040,2026-01-06,WFH
1601,1146,2025-11-27,Present
1602,1180,2026-02-17,Absent
1603,1089,2026-02-21,Leave
1604,1175,2025-10-20,Present
1605,1054,2025-07-30,Present
1606,1180,2025-08-04,WFH
1607,1142,2026-03-08,Leave
1608,1069,2025-09-08,Present
1609,1132,2025-05-15,Present
1610,1067,2026-01-13,Present
1611,1120,2026-03-06,Present
1612,1009,2025-08-29,Present
1613,1133,2025-12-26,Leave
1614,1162,2026-02-14,Present
1615,1122,2025-05-30,Present
1616,1120,2026-04-21,WFH
1617,1083,2026-03-02,Present
1618,1145,2025-06-28,Absent
1619,1169,2025-07-17,WFH
1620,1009,2025-05-28,Present
1621,1180,2025-11-24,Present
1622,1162,2026-04-07,Present
1623,1003,2025-08-14,Present
1624,1108,2025-10-18,Absent
1625,1086,2025-11-02,Present
1626,1166,2025-06-02,Present
1627,1048,2025-08-09,Present
1628,1079,2026-03-18,Present
1629,1120,2025-09-12,WFH
1630,1048,2025-12-17,Present
1631,1113,2026-05-04,WFH
1632,1117,2025-11-18,WFH
1633,1148,2025-07-10,Leave
1634,1112,2026-05-04,Leave
1635,1103,2025-07-22,Absent
1636,1063,2026-03-14,Present
1637,1186,2025-10-05,Present
1638,1154,2026-01-26,Present
1639,1124,2026-03-03,Leave
1640,1103,2025-08-23,Present
1641,1011,2025-11-15,Present
1642,1196,2026-04-08,WFH
1643,1028,2025-11-04,Absent
1644,1110,2025-08-21,Present
1645,1148,2026-03-11,Absent
1646,1152,2026-01-03,Present
1647,1042,2025-10-09,WFH
1648,1043,2026-02-13,Present
1649,1153,2026-03-05,Leave
1650,1135,2025-10-15,Present
1651,1146,2026-03-08,Present
1652,1034,2025-10-14,Leave
1653,1086,2026-04-24,Present
1654,1024,2026-01-10,Present
1655,1197,2025-11-12,Present
1656,1089,2026-03-04,Absent
1657,1102,2025-06-12,Present
1658,1118,2025-11-19,Present
1659,1169,2026-04-11,Present
1660,1052,2025-10-17,Present
1661,1078,2025-09-21,Present
1662,1021,2025-08-07,Present
1663,1061,2026-03-17,Present
1664,1112,2026-04-14,Present
1665,1186,2025-06-21,Present
1666,1040,2026-04-05,Leave
1667,1143,2025-10-31,Present
1668,1002,2025-07-04,Absent
1669,1041,2025-06-26,Present
1670,1026,2025-08-16,Absent
1671,1141,2025-08-21,Leave
1672,1101,2025-08-05,Leave
1673,1055,2025-11-09,Absent
1674,1172,2026-05-04,Absent
1675,1119,2025-05-25,Leave
1676,1063,2026-03-03,Present
1677,1100,2026-01-12,Present
1678,1082,2025-05-11,Present
1679,1103,2026-02-28,Present
1680,1073,2025-11-16,Leave
1681,1187,2026-04-16,Absent
1682,1153,2026-04-29,Absent
1683,1137,2026-02-03,Present
1684,1089,2025-06-02,Absent
1685,1172,2026-03-18,Leave
1686,1151,2026-01-11,Present
1687,1057,2026-02-21,WFH
1688,1046,2026-03-28,Present
1689,1095,2025-06-17,Present
1690,1088,2026-01-06,WFH
1691,1001,2025-12-21,WFH
1692,1154,2026-02-24,Absent
1693,1020,2025-06-15,Leave
1694,1059,2026-01-29,Present
1695,1128,2025-07-30,Present
1696,1012,2025-05-11,Present
1697,1078,2025-09-26,Absent
1698,1024,2026-01-04,Present
1699,1099,2025-08-01,Leave
1700,1047,2026-04-24,Absent
1701,1039,2026-04-01,Present
1702,1080,2025-12-19,Absent
1703,1173,2025-09-22,Absent
1704,1009,2025-05-20,Present
1705,1108,2025-05-21,Present
1706,1042,2025-10-24,Absent
1707,1175,2025-07-23,WFH
1708,1028,2026-02-14,Absent
1709,1022,2025-11-30,Present
1710,1176,2025-05-25,Leave
1711,1026,2025-06-02,Leave
1712,1104,2025-09-21,Present
1713,1042,2026-02-11,Present
1714,1033,2025-11-05,WFH
1715,1130,2026-05-06,Absent
1716,1176,2026-03-24,Absent
1717,1003,2025-10-01,Absent
1718,1168,2026-01-14,Leave
1719,1103,2025-06-11,Absent
1720,1198,2026-01-25,Present
1721,1078,2026-01-06,Absent
1722,1067,2026-02-09,Leave
1723,1163,2026-05-02,Present
1724,1155,2025-09-21,Absent
1725,1129,2025-06-21,Present
1726,1200,2026-01-26,Absent
1727,1183,2025-05-23,Present
1728,1137,2025-11-26,Present
1729,1029,2025-09-06,Present
1730,1109,2026-05-07,WFH
1731,1195,2026-04-30,Absent
1732,1173,2026-04-30,Present
1733,1039,2025-10-13,Present
1734,1087,2025-07-31,Leave
1735,1152,2026-01-23,Present
1736,1051,2026-02-02,WFH
1737,1158,2026-04-02,Leave
1738,1117,2026-02-07,Absent
1739,1013,2025-12-28,Absent
1740,1073,2025-10-15,Present
1741,1032,2025-11-18,Absent
1742,1118,2025-07-03,Present
1743,1013,2025-10-09,WFH
1744,1176,2025-06-08,Present
1745,1065,2026-03-18,Absent
1746,1087,2025-10-18,Leave
1747,1076,2025-06-10,Present
1748,1139,2025-08-19,Present
1749,1046,2026-03-31,Present
1750,1092,2026-04-26,Absent
1751,1005,2026-01-17,Absent
1752,1084,2025-11-22,Present
1753,1163,2025-08-25,Present
1754,1153,2025-05-20,Present
